Disease	Code
Grade 3 Pediatric Astrocytic Neoplasm of Brain	C6252
Grade III Pediatric Astrocytoma of the Brain	C6252
Grade III Pediatric Astrocytic Neoplasm of the Brain	C6252
Grade 3 Pediatric Astrocytic Tumor of the Brain	C6252
Grade 3 Pediatric Astrocytoma of Brain	C6252
Grade 3 Childhood Astrocytic Neoplasm of the Brain	C6252
Grade 3 Pediatric Brain Astrocytoma	C6252
Childhood Brain Anaplastic Astrocytoma	C6252
Anaplastic Pediatric Astrocytoma of Brain	C6252
Grade 3 Childhood Brain Astrocytic Neoplasm	C6252
Grade III Pediatric Astrocytic Tumor of Brain	C6252
Grade 3 Childhood Astrocytoma of the Brain	C6252
Grade 3 Pediatric Astrocytoma of the Brain	C6252
Grade III Pediatric Astrocytic Neoplasm of Brain	C6252
Grade III Pediatric Astrocytoma of Brain	C6252
Grade III Childhood Astrocytoma of Brain	C6252
Grade 3 Pediatric Brain Astrocytic Tumor	C6252
Grade 3 Pediatric Astrocytic Neoplasm of the Brain	C6252
Grade III Childhood Astrocytoma of the Brain	C6252
Grade 3 Childhood Astrocytoma of Brain	C6252
Grade 3 Pediatric Astrocytic Tumor of Brain	C6252
Grade 3 Childhood Brain Astrocytoma	C6252
Grade 3 Childhood Astrocytic Tumor of Brain	C6252
Recurrent Anaplastic Astrocytoma, IDH-Wildtype	C188691
Recurrent Astrocytoma, IDH-Mutant, Grade 3	C191197
Recurrent Brain Glioblastoma	C191198
Recurrent Glioblastoma, IDH-Wildtype	C182019
Advanced Glioblastoma	C170978
Locally Advanced Glioblastoma	C170980
Gliosarcoma	C114968
Childhood Gliosarcoma	C114968
Childhood Brain Glioblastoma	C147901
Brain Glioblastoma	C147901
Childhood Brain Glioblastoma	C147901
Brain Glioblastoma	C147901
Adult Brain Glioblastoma Multiforme	C9375
Adult Brain Glioblastoma	C9375
Brain Glioblastoma	C9375
Recurrent Brain Glioblastoma	C191198
Infratentorial Glioblastoma Multiforme	C5148
Infratentorial Glioblastoma	C5148
Supratentorial Glioblastoma Multiforme	C5149
Supratentorial Glioblastoma	C5149
Refractory Gliosarcoma	C163962
Refractory Small Cell Glioblastoma	C163960
Small Cell Glioblastoma	C125890
Glioblastoma with a Sarcomatous Component	C3796
Gliosarcoma	C3796
gliosarcoma	C3796
Recurrent Glioblastoma, IDH-Wildtype	C182019
e-GBM	C129293
E-GBM	C129293
Epithelioid glioblastoma	C129293
Epithelioid Glioblastoma	C129293
E-GB	C129293
e-GB	C129293
Glioblastoma with PNET-Like Component	C129296
Glioblastoma with Primitive Neuronal Component	C129296
Unmethylated MGMT Glioblastoma	C132902
MGMT-Unmethylated Glioblastoma	C132902
Granular Cell Astrocytoma/Glioblastoma	C185178
Granular Cell Glioblastoma	C185178
Lipidized Glioblastoma	C185180
Heavily Lipidized Glioblastoma	C185180
Malignant Glioma with Heavily Lipidized (Foamy) Tumor Cells	C185180
Methylated MGMT Glioblastoma	C154335
MGMT-Methylated Glioblastoma	C154335
Proneural Glioblastoma	C111692
Classical Glioblastoma	C111694
Neural Glioblastoma	C111693
Mesenchymal Glioblastoma	C111695
Adult Spinal Cord Glioblastoma Multiforme	C27183
Adult Spinal Cord Glioblastoma	C27183
Adult Gliosarcoma	C68701
Gliosarcoma	C68701
Adult Brain Glioblastoma Multiforme	C9375
Adult Brain Glioblastoma	C9375
Brain Glioblastoma	C9375
Recurrent Breast Implant-Associated Anaplastic Large Cell Lymphoma	C176680
Recurrent Systemic Anaplastic Large Cell Lymphoma	C162688
Recurrent Primary Cutaneous Anaplastic Large Cell Lymphoma	C181044
Recurrent Childhood Anaplastic Large Cell Lymphoma	C115357
Recurrent Anaplastic Large Cell Lymphoma	C115357
Refractory Breast Implant-Associated Anaplastic Large Cell Lymphoma	C176681
Recurrent Breast Implant-Associated Anaplastic Large Cell Lymphoma	C176680
Systemic Anaplastic Large Cell Lymphoma	C27366
Adult Systemic Anaplastic Large Cell Lymphoma	C27366
Adult Systemic K-1+ Anaplastic Large Cell Lymphoma	C27366
Adult Systemic CD30+ Anaplastic Large Cell Lymphoma	C27366
Adult Primary Cutaneous Anaplastic Large Cell Lymphoma	C27365
Primary Cutaneous Anaplastic Large Cell Lymphoma	C27365
Adult Primary Cutaneous CD30+ Anaplastic Large Cell Lymphoma	C27365
Adult Primary Cutaneous K-1+ Anaplastic Large Cell Lymphoma	C27365
Primary Central Nervous System Anaplastic Large Cell Lymphoma, ALK-Positive	C129598
Central Nervous System Anaplastic Large Cell Lymphoma, ALK-Positive	C129598
Primary Central Nervous System Anaplastic Large Cell Lymphoma, ALK-Negative	C129599
Central Nervous System Anaplastic Large Cell Lymphoma, ALK-Negative	C129599
Noncutaneous Childhood Anaplastic Large Cell Lymphoma by Ann Arbor Stage	C141292
Childhood Systemic CD30+ Anaplastic Large Cell Lymphoma	C9471
Pediatric Systemic K-1+ Anaplastic Large Cell Lymphoma	C9471
Pediatric Systemic Anaplastic Large Cell Lymphoma	C9471
Pediatric Systemic CD30+ Anaplastic Large Cell Lymphoma	C9471
Childhood Systemic K-1+ Anaplastic Large Cell Lymphoma	C9471
Childhood Systemic Anaplastic Large Cell Lymphoma	C9471
Childhood Anaplastic Large Cell Lymphoma, ALK-Positive	C188460
Recurrent Childhood Anaplastic Large Cell Lymphoma	C115357
Recurrent Anaplastic Large Cell Lymphoma	C115357
Anaplastic Large Cell Lymphoma T- and Null-Cell Types Stage I	C8659
Ann Arbor Stage I Anaplastic Large Cell Lymphoma	C8659
Anaplastic Large Cell Lymphoma Stage I	C8659
Stage I Anaplastic Large Cell Lymphoma	C8659
Ann Arbor Stage I Noncutaneous Anaplastic Large Cell Lymphoma	C8659
Noncutaneous Childhood Anaplastic Large Cell Lymphoma by Ann Arbor Stage	C141292
Ann Arbor Stage III Anaplastic Large Cell Lymphoma	C8661
Stage III Anaplastic Large Cell Lymphoma	C8661
Anaplastic Large Cell Lymphoma Stage III	C8661
Anaplastic Large Cell Lymphoma T- and Null-Cell Types Stage III	C8661
Ann Arbor Stage III Noncutaneous Anaplastic Large Cell Lymphoma	C8661
Ann Arbor Stage IV Noncutaneous Anaplastic Large Cell Lymphoma	C8662
Anaplastic Large Cell Lymphoma T- and Null-Cell Types Stage IV	C8662
Ann Arbor Stage IV Anaplastic Large Cell Lymphoma	C8662
Stage IV Anaplastic Large Cell Lymphoma	C8662
Anaplastic Large Cell Lymphoma Stage IV	C8662
Ann Arbor Stage II Noncutaneous Anaplastic Large Cell Lymphoma	C8660
Anaplastic Large Cell Lymphoma Stage II	C8660
Stage II Anaplastic Large Cell Lymphoma	C8660
Ann Arbor Stage II Anaplastic Large Cell Lymphoma	C8660
Anaplastic Large Cell Lymphoma T- and Null-Cell Types Stage II	C8660
Primary Central Nervous System Anaplastic Large Cell Lymphoma, ALK-Positive	C129598
Central Nervous System Anaplastic Large Cell Lymphoma, ALK-Positive	C129598
Primary Systemic ALK-Positive ALCL	C37195
Primary Systemic ALKoma	C37195
Primary Systemic Anaplastic Large Cell Lymphoma, ALK-Positive	C37195
Primary Systemic ALK-Positive Anaplastic Large Cell Lymphoma	C37195
Systemic Anaplastic Large Cell Lymphoma, ALK-Positive	C37195
Childhood Anaplastic Large Cell Lymphoma, ALK-Positive	C188460
Recurrent Systemic Anaplastic Large Cell Lymphoma	C162688
Refractory Systemic Anaplastic Large Cell Lymphoma	C162689
Childhood Systemic CD30+ Anaplastic Large Cell Lymphoma	C9471
Pediatric Systemic K-1+ Anaplastic Large Cell Lymphoma	C9471
Pediatric Systemic Anaplastic Large Cell Lymphoma	C9471
Pediatric Systemic CD30+ Anaplastic Large Cell Lymphoma	C9471
Childhood Systemic K-1+ Anaplastic Large Cell Lymphoma	C9471
Childhood Systemic Anaplastic Large Cell Lymphoma	C9471
Systemic Anaplastic Large Cell Lymphoma	C27366
Adult Systemic Anaplastic Large Cell Lymphoma	C27366
Adult Systemic K-1+ Anaplastic Large Cell Lymphoma	C27366
Adult Systemic CD30+ Anaplastic Large Cell Lymphoma	C27366
Primary Systemic Anaplastic Large Cell Lymphoma, ALK-Negative	C37196
Systemic Anaplastic Large Cell Lymphoma, ALK-Negative	C37196
Primary Systemic ALK-Negative Anaplastic Large Cell Lymphoma	C37196
Primary Systemic ALK-Positive ALCL	C37195
Primary Systemic ALKoma	C37195
Primary Systemic Anaplastic Large Cell Lymphoma, ALK-Positive	C37195
Primary Systemic ALK-Positive Anaplastic Large Cell Lymphoma	C37195
Systemic Anaplastic Large Cell Lymphoma, ALK-Positive	C37195
Primary Systemic Anaplastic Large Cell Lymphoma, ALK-Negative	C37196
Systemic Anaplastic Large Cell Lymphoma, ALK-Negative	C37196
Primary Systemic ALK-Negative Anaplastic Large Cell Lymphoma	C37196
Primary Central Nervous System Anaplastic Large Cell Lymphoma, ALK-Negative	C129599
Central Nervous System Anaplastic Large Cell Lymphoma, ALK-Negative	C129599
Recurrent Primary Cutaneous Anaplastic Large Cell Lymphoma	C181044
Refractory Primary Cutaneous Anaplastic Large Cell Lymphoma	C181045
Adult Primary Cutaneous Anaplastic Large Cell Lymphoma	C27365
Primary Cutaneous Anaplastic Large Cell Lymphoma	C27365
Adult Primary Cutaneous CD30+ Anaplastic Large Cell Lymphoma	C27365
Adult Primary Cutaneous K-1+ Anaplastic Large Cell Lymphoma	C27365
Refractory Breast Implant-Associated Anaplastic Large Cell Lymphoma	C176681
Refractory Systemic Anaplastic Large Cell Lymphoma	C162689
Refractory Primary Cutaneous Anaplastic Large Cell Lymphoma	C181045
Metastatic PRETEX I Hepatoblastoma	C198015
Hepatoblastoma Metastatic PRETEXT I	C198015
Localized PRETEX I Hepatoblastoma	C198011
Hepatoblastoma Localized PRETEXT I	C198011
Localized PRETEX III Hepatoblastoma	C198013
Hepatoblastoma Localized PRETEXT III	C198013
Metastatic PRETEX III Hepatoblastoma	C198017
Hepatoblastoma Metastatic PRETEXT III	C198017
Localized PRETEX II Hepatoblastoma	C198012
Hepatoblastoma Localized PRETEXT II	C198012
Hepatoblastoma Metastatic PRETEXT II	C198016
Metastatic PRETEX II Hepatoblastoma	C198016
Hepatoblastoma Localized PRETEXT IV	C198014
Localized PRETEX IV Hepatoblastoma	C198014
Hepatoblastoma Metastatic PRETEXT IV	C198018
Metastatic PRETEX IV Hepatoblastoma	C198018
Hepatoblastoma Metastatic PRETEXT IV	C198018
Metastatic PRETEX IV Hepatoblastoma	C198018
Metastatic PRETEX I Hepatoblastoma	C198015
Hepatoblastoma Metastatic PRETEXT I	C198015
Metastatic PRETEX III Hepatoblastoma	C198017
Hepatoblastoma Metastatic PRETEXT III	C198017
Hepatoblastoma Metastatic PRETEXT II	C198016
Metastatic PRETEX II Hepatoblastoma	C198016
Localized Pediatric Hepatoblastoma by Toronto Guidelines v2, Tier 2	C198191
Localized Childhood Hepatoblastoma by Toronto Guidelines v2, Tier 2	C198191
Localized Childhood Hepatoblastoma by Toronto Guidelines v2, Tier1	C198188
Localized Pediatric Hepatoblastoma by Toronto Guidelines v2, Tier1	C198188
ATRT-MYC	C200599
AT/RT-MYC	C200599
Atypical Teratoid/Rhabdoid Tumor-MYC	C200599
ATRT-TYR	C200600
AT/RT-TYR	C200600
Atypical Teratoid/Rhabdoid Tumor-TYR	C200600
ATRT-SHH	C200598
AT/RT-SHH	C200598
Atypical Teratoid/Rhabdoid Tumor-SHH	C200598
Medulloblastoma with Leptomeningeal Spread	C5399
Metastatic Childhood Medulloblastoma by Toronto Guidelines v2	C198477
Metastatic Pediatric Medulloblastoma by Toronto Guidelines v2	C198477
Medulloblastoma, SHH-Activated	C129441
SHH-Activated	C129441
Medulloblastoma, WNT-Activated	C129440
WNT-Activated	C129440
Medulloblastoma, WNT-activated	C129440
WNT Signaling Pathway Aberrant Medulloblastoma	C129440
Medulloblastoma, Non-WNT/Non-SHH	C129444
Medulloblastoma, non-WNT/non-SHH	C129444
Non-WNT/Non-SHH Medulloblastoma	C129444
Non-WNT/non-SHH Activated	C129444
Stage M1 Childhood Medulloblastoma by Toronto Guidelines v2	C198480
Medulloblastoma M1	C198480
Stage M1 Pediatric Medulloblastoma by Toronto Guidelines v2	C198480
M1 Pediatric Medulloblastoma by Toronto Guidelines v2	C198480
M1 Childhood Medulloblastoma by Toronto Guidelines v2	C198480
M4 Pediatric Medulloblastoma by Toronto Guidelines v2	C198483
Medulloblastoma M4	C198483
Stage M4 Childhood Medulloblastoma by Toronto Guidelines v2	C198483
M4 Childhood Medulloblastoma by Toronto Guidelines v2	C198483
Stage M4 Pediatric Medulloblastoma by Toronto Guidelines v2	C198483
Refractory Medulloblastoma, WNT-Activated	C180892
Refractory Medulloblastoma, SHH-Activated	C147110
Stage M0 Pediatric Medulloblastoma by Toronto Guidelines v2	C198479
Stage M0 Childhood Medulloblastoma by Toronto Guidelines v2	C198479
M0 Pediatric Medulloblastoma by Toronto Guidelines v2	C198479
M0 Childhood Medulloblastoma by Toronto Guidelines v2	C198479
Medulloblastoma M0	C198479
Childhood Medulloblastoma by Toronto Guidelines v2 Stage	C198474
Pediatric Medulloblastoma by Toronto Guidelines v2 Stage	C198474
Recurrent Childhood Medulloblastoma	C6774
Recurrent Pediatric Medulloblastoma	C6774
Relapsed Childhood Medulloblastoma	C6774
Relapsed Pediatric Medulloblastoma	C6774
Recurrent Medulloblastoma	C6774
Stage M2 Childhood Medulloblastoma by Toronto Guidelines v2	C198481
Medulloblastoma M2	C198481
M2 Childhood Medulloblastoma by Toronto Guidelines v2	C198481
Stage M2 Pediatric Medulloblastoma by Toronto Guidelines v2	C198481
M2 Pediatric Medulloblastoma by Toronto Guidelines v2	C198481
Stage M3 Pediatric Medulloblastoma by Toronto Guidelines v2	C198482
Stage M3 Childhood Medulloblastoma by Toronto Guidelines v2	C198482
M3 Childhood Medulloblastoma by Toronto Guidelines v2	C198482
M3 Pediatric Medulloblastoma by Toronto Guidelines v2	C198482
Medulloblastoma M3	C198482
Recurrent Pineoblastoma	C115374
Recurrent Childhood Pineoblastoma	C115374
PB, RB1-Altered	C201969
Pineoblastoma, RB1-Altered	C201969
PB-RB1	C201969
Pineoblastoma-RB1	C201969
Pineoblastoma-MYC	C201973
PB, MYC-Altered	C201973
Pineoblastoma-MYC/FOXR2	C201973
PB, MYC/FOXR2-Altered	C201973
PB, MYC/FOXR2-Activated	C201973
Pineoblastoma, MYC/FOXR2-Altered	C201973
Pineoblastoma, MYC-Altered	C201973
PB-MYC/FOXR2	C201973
Pineoblastoma, MYC/FOXR2-Activated	C201973
PB-MYC	C201973
Pineoblastioma-miRNA1	C201967
PB-miRNA1	C201967
Pineoblastoma miRNA Processing Altered Group 1	C201967
Pineoblastoma miRNA Processing Altered 1	C201967
PB-miRNA2	C201968
Pineoblastoma miRNA Processing Altered Group 2	C201968
Pineoblastioma-miRNA2	C201968
Pineoblastoma miRNA Processing Altered 2	C201968
Childhood Supratentorial PNET	C114774
Supratentorial Embryonal Tumor, NOS	C114774
Childhood Supratentorial Primitive Neuroectodermal Tumor	C114774
Childhood Supratentorial Embryonal Tumor, Not Otherwise Specified	C114774
Childhood Supratentorial Embryonal Tumor, NOS	C114774
Pediatric Supratentorial Ependymoblastoma	C6772
Childhood Supratentorial Embryonal Tumor with Multilayered Rosettes, C19MC-Altered	C6772
Childhood Supratentorial Ependymoblastoma	C6772
Pediatric Infratentorial Ependymoblastoma	C6773
Childhood Infratentorial Embryonal Tumor with Multilayered Rosettes, C19MC-Altered	C6773
Childhood Infratentorial Ependymoblastoma	C6773
Adult Embryonal Tumor with Multilayered Rosettes, C19MC-Altered	C8290
Embryonal Tumor with Multilayered Rosettes, C19MC-Altered	C8290
Adult Ependymoblastoma	C8290
Supratentorial Embryonal Tumor, Not Otherwise Specified	C6968
Supratentorial Primitive Neuroectodermal Tumor	C6968
CNS/Supratentorial PNET	C6968
Supratentorial PNET	C6968
Supratentorial Embryonal Tumor, NOS	C6968
Supratentorial primitive neuroectodermal tumor	C6968
Supratent. primitive neuro. tumor	C6968
Cerebellar Pontine Angle Primitive Neuroectodermal Tumor	C5436
Primitive Neuroectodermal Neoplasm of Cerebellar Pontine Angle	C5436
Primitive Neuroectodermal Neoplasm of the Cerebellar Pontine Angle	C5436
Cerebellopontine Angle Embryonal Tumor, Not Otherwise Specified	C5436
Cerebellar Pontine Angle Primitive Neuroectodermal Neoplasm	C5436
Cerebellopontine Angle PNET	C5436
Primitive Neuroectodermal Tumor of C-P Angle	C5436
Primitive Neuroectodermal Tumor of the Cerebellopontine Angle	C5436
Cerebellopontine Angle Embryonal Tumor, NOS	C5436
Primitive Neuroectodermal Neoplasm of the Cerebellopontine Angle	C5436
Primitive Neuroectodermal Tumor of the C-P Angle	C5436
Primitive Neuroectodermal Neoplasm of Cerebellopontine Angle	C5436
C-P Angle PNET	C5436
Primitive Neuroectodermal Tumor of the Cerebellar Pontine Angle	C5436
Cerebellar Pontine Angle PNET	C5436
Primitive Neuroectodermal Tumor of Cerebellopontine Angle	C5436
C-P Angle Primitive Neuroectodermal Neoplasm	C5436
Cerebellopontine Angle Primitive Neuroectodermal Tumor	C5436
Cerebellopontine Angle Primitive Neuroectodermal Neoplasm	C5436
C-P Angle Primitive Neuroectodermal Tumor	C5436
Primitive Neuroectodermal Neoplasm of the C-P Angle	C5436
Primitive Neuroectodermal Tumor of Cerebellar Pontine Angle	C5436
Primitive Neuroectodermal Neoplasm of C-P Angle	C5436
Adult Supratentorial Embryonal Tumor, NOS	C68703
Adult Supratentorial Embryonal Tumor, Not Otherwise Specified	C68703
Adult Supratentorial Primitive Neuroectodermal Tumor	C68703
Supratentorial Embryonal Tumor, NOS	C68703
Localized Peripheral Primitive Neuroectodermal Tumor of Bone	C27353
Localized Neuroepithelioma of Bone	C27353
Localized PNET of Bone	C27353
Metastatic Peripheral Primitive Neuroectodermal Tumor of Bone	C36074
Metastatic Peripheral Neuroepithelioma of Bone	C36074
Localized Askin Tumor	C27902
Localized Askin's Tumor	C27902
Recurrent Askin's Tumor	C27900
Recurrent Askin Tumor	C27900
Recurrent Askin's Tumor	C27900
Recurrent Askin Tumor	C27900
Recurrent Ganglioneuroblastoma	C173531
Relapsed Ganglioneuroblastoma	C173531
Ganglioneuroblastoma, Nodular	C42058
GNBn	C42058
GNB-i	C42057
Ganglioneuroblastoma, Intermixed (Schwannian Stroma-Rich)	C42057
Ganglioneuroblastoma, Intermixed	C42057
Relapsed Neuroblastoma	C7837
Recurrent Neuroblastoma	C7837
Poorly Differentiated	C42047
Poorly Differentiated Neuroblastoma	C42047
High Risk Neuroblastoma	C150281
High-Risk Neuroblastoma	C150281
Stage IV Neuroblastoma	C6641
stage 4 neuroblastoma	C6641
Stage 4 Neuroblastoma	C6641
Disseminated Neuroblastoma	C6641
Extracranial Neuroblastoma	C5437
Differentiating	C42048
Differentiating Neuroblastoma	C42048
Regional Neuroblastoma	C7836
stage 1 neuroblastoma	C6638
Stage 1 Neuroblastoma	C6638
Stage I Neuroblastoma	C6638
stage 2 neuroblastoma	C6639
Stage II Neuroblastoma	C6639
Stage 2 Neuroblastoma	C6639
Neuroblastoma of Retina	C6956
Retinal Neuroblastoma	C6956
Neuroblastoma of the Retina	C6956
Stage 3 Neuroblastoma	C6640
Stage III Neuroblastoma	C6640
stage 3 neuroblastoma	C6640
Undifferentiated	C42046
Undifferentiated Neuroblastoma	C42046
Recurrent Olfactory Neuroblastoma	C115384
Chondroid chordoma	C6902
Chondroid Chordoma	C6902
Clival Chordoma	C5412
Chordoma of the Clivus	C5412
Chordoma of Clivus	C5412
Clivus Chordoma	C5412
Sellar Chordoma	C155781
Refractory Dedifferentiated Chordoma	C162729
Sellar Dedifferentiated Chordoma	C155783
Recurrent Dedifferentiated Chordoma	C162728
Stage I Centroblastic Follicular Lymphoma	C27327
Stage II Centroblastic Follicular Lymphoma	C27328
Stage IV Hodgkin's Disease Lymphocyte Predominance Type	C8831
Stage III Hodgkin's Disease Lymphocyte Predominance Type	C8830
Refractory Hodgkin's Disease Lymphocyte Predominance Type	C8829
Recurrent Hodgkin's Disease Lymphocyte Predominance Type	C8828
AIDS Associated Diffuse Large Cell Lymphoma	C7213
AIDS-Associated Diffuse Large Cell Lymphoma	C7213
AIDS-Related Diffuse Large Cell Lymphoma	C7213
AIDS Related Diffuse Large Cell Lymphoma	C7213
AIDS-Associated Diffuse Small Cleaved Cell Lymphoma	C8297
AIDS Associated Diffuse Small Cleaved Cell Lymphoma	C8297
AIDS Related Diffuse Small Cleaved Cell Lymphoma	C8297
AIDS-Related Diffuse Small Cleaved Cell Lymphoma	C8297
AIDS Related Diffuse Mixed Cell Lymphoma	C8296
AIDS-Related Diffuse Mixed Cell Lymphoma	C8296
AIDS Associated Diffuse Mixed Cell Lymphoma	C8296
AIDS-Associated Diffuse Mixed Cell Lymphoma	C8296
Intermediate Grade Adult Non-Hodgkin's Lymphoma	C9108
High Grade Adult Non-Hodgkin's Lymphoma	C9109
Low Grade Adult Non-Hodgkin's Lymphoma	C9098
Diffuse Large Cell Lymphoma	C7872
Diffuse Histiocytic Adult Lymphoma	C7872
Diffuse Large Cell Adult Lymphoma	C7872
Adult Diffuse Large Cell Lymphoma	C7872
Adult Diffuse Histiocytic Lymphoma	C7872
