code,pref_name
C40369,Breast Sebaceous Carcinoma
C6202,Stage 0a Renal Pelvis Cancer AJCC v7
C6353,Testicular Immature Teratoma
C6292,Stage IB Ovarian Germ Cell Tumor AJCC v6 and v7
C5055,Cerebral Hodgkin Lymphoma
C6441,Mediastinal Embryonal Carcinoma
C5098,Brain Stem Ependymoma
C6117,Ciliary Body Spindle Cell Melanoma
C5709,Stage II Childhood Hepatocellular Carcinoma AJCC v6 and v7
C8419,Dysplastic Cerebellar Gangliocytoma
C84347,"Anaplastic Astroblastoma, MN1-Altered"
C96054,Small Intestinal T-Cell Non-Hodgkin Lymphoma
C94764,Diffuse Intrinsic Pontine Glioma
C95510,"Pancreatic Intraductal Papillary Mucinous Neoplasm, Intestinal-Type"
C95512,"Pancreatic Intraductal Papillary Mucinous Neoplasm, Pancreatobiliary-Type"
C8919,Stage III Testicular Seminoma AJCC v6 and v7
C8944,Metastatic Vaginal Adenocarcinoma
C8909,Stage II Testicular Embryonal Carcinoma AJCC v6 and v7
C8688,Recurrent Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma
C8741,Stage III Ovarian Polyembryoma AJCC v6 and v7
C97057,Condyloma Acuminatum with Dysplasia
C97310,Myelodysplastic Syndrome with Somatic Mutation
C9164,Childhood Acute Erythroid Leukemia
C9095,Childhood Burkitt Lymphoma
C9110,"Blast Phase Chronic Myeloid Leukemia, BCR-ABL1 Positive"
C122614,Infant Acute Lymphoblastic Leukemia
C131906,EBV-Positive Mucocutaneous Ulcer
C138192,Leukemic Nonnodal Mantle Cell Lymphoma
C128847,Lung Micropapillary Adenocarcinoma
C133548,Gastroesophageal Junction Adenocarcinoma by AJCC v8 Stage
C139021,Indolent Clonal T-Cell Lymphoproliferative Disorder of the Gastrointestinal Tract
C141208,Chronic Lymphocytic Leukemia- Binet Staging System
C148427,Recurrent Acute Myeloid Leukemia
C150701,"Langerhans Cell Histiocytosis, Monostotic"
C150316,Refractory Bladder Carcinoma
C150093,Refractory Endometrial Carcinoma
C165287,Refractory Endometrial Squamous Cell Carcinoma
C164156,Fumarate Hydratase-Deficient Renal Cell Carcinoma
C162943,Resectable Cutaneous Squamous Cell Carcinoma of the Head and Neck
C157692,Recurrent Aggressive NK-Cell Leukemia
C172630,Refractory Acute Leukemia of Ambiguous Lineage
C180986,Refractory T-Cell Large Granular Lymphocyte Leukemia
C180919,Human Papillomavirus-Independent Vaginal Squamous Cell Carcinoma
C180948,Skene Gland Adenocarcinoma of the Urethra
C181158,Jejunal Adenocarcinoma
C180985,Recurrent T-Cell Large Granular Lymphocyte Leukemia
C177000,Refractory Sezary Syndrome
C178675,Refractory Fallopian Tube Undifferentiated Carcinoma
C177797,WHO Grade 1 Glioma
C179209,Refractory Lung Adenocarcinoma
C173609,Unresectable Paratesticular Epithelioid Mesothelioma
C174509,Refractory Vaginal Carcinoma
C174486,Refractory Acute Myeloid Leukemia Not Otherwise Specified
C179738,Serous Tubal Intraepithelial Lesion
C183244,Metastatic Ovarian Mucinous Adenocarcinoma
C186650,Meningeal Melanocytoma of Intermediate Grade
C115458,Refractory Childhood Hodgkin Lymphoma
C116342,Low Grade Astrocytoma
C188469,Resectable Astrocytoma
C188931,Childhood Dysembryoplastic Neuroepithelial Tumor
C188933,Childhood Multinodular and Vacuolated Neuronal Tumor
C191695,Metastatic Micropapillary Urothelial Carcinoma
C189932,Childhood Fibrolamellar Carcinoma
C198441,Metastatic Childhood Ovarian Germ Cell Tumor by Toronto Guidelines v2
C200037,Indolent NK-Cell Lymphoproliferative Disorder of the Gastrointestinal Tract
C27753,Acute Myeloid Leukemia Not Otherwise Specified
C27755,Topoisomerase II Inhibitor-Related Acute Myeloid Leukemia
C27884,Bladder Papillary Urothelial Neoplasm of Low Malignant Potential
C27405,Childhood Central Nervous System Immature Teratoma
C27676,Human Papillomavirus-Related Cervical Squamous Cell Carcinoma
C199580,"EBV-Positive Polymorphic B-Cell Lymphoproliferative Disorder, Not Otherwise Specified"
C41232,"Polycythemia Vera, Polycythemic Phase"
C39927,"Testicular Yolk Sac Tumor, Endodermal Sinus/Perivascular Pattern"
C3996,Monoclonal Gammopathy of Undetermined Significance
C39989,"Ovarian Yolk Sac Tumor, Hepatoid Pattern"
C4031,Bladder Squamous Cell Carcinoma
C40142,Uterine Ligament Papillary Cystadenoma Associated with von Hippel-Lindau Disease
C43341,Extraocular Cutaneous Sebaceous Carcinoma
C43848,Clear Cell Intrahepatic Cholangiocarcinoma
C4436,Cholangiocarcinoma
C36060,Chronic Myelomonocytic Leukemia with Eosinophilia
C35782,Choroid Mixed Cell Melanoma
C4665,Plasma Cell Neoplasm
C45429,Colon Intramucosal Adenocarcinoma
C5598,Anal Paget Disease
C5710,Stage I Childhood Hepatocellular Carcinoma AJCC v6 and v7
C5954,Minor Salivary Gland Undifferentiated Carcinoma
C40958,"Testicular Seminoma, Pseudoglandular Variant"
C40253,Vaginal Mesonephric Adenocarcinoma
C40153,Endometrial Mixed Cell Adenocarcinoma
C48614,Desmoplastic Neurotropic Melanoma
C60781,Astrocytoma
C200605,"Refractory Polycythemia Vera, Post-Polycythemic Myelofibrosis Phase"
C200606,Refractory Post-Essential Thrombocythemia Myelofibrosis
C200377,Myelodysplastic Syndrome with TP53 Inactivation
C200397,"Childhood Myelodysplastic Syndrome with Low Blasts, Hypocellular"
C200398,"Childhood Myelodysplastic Syndrome with Low Blasts, Not Otherwise Specified"
C202584,Middle Ear Exophytic Sinonasal-Type Papilloma
C6207,Childhood Brain Germinoma
C6294,Stage IIC Ovarian Germ Cell Tumor AJCC v6 and v7
C6371,Giant Condyloma Acuminatum
C6355,Testicular Mature Teratoma
C6547,Childhood Ovarian Immature Teratoma
C6983,Penile Papillary Carcinoma
C7329,Intratubular Seminoma
C7284,Ovarian Dermoid Cyst with Secondary Tumor
C7176,Aleukemic Chronic Lymphocytic Leukemia
C7179,Chronic Adult T-Cell Leukemia/Lymphoma
C7445,Brain Stem Astrocytoma
C7470,Anal Verrucous Carcinoma
C8663,Recurrent T-Cell Non-Hodgkin Lymphoma
C8664,Refractory T-Cell Non-Hodgkin Lymphoma
C95991,Dural Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue
C96949,Intrahepatic Bile Duct Intraductal Papillary Neoplasm with an Associated Invasive Carcinoma
C7974,Rectal Undifferentiated Carcinoma
C8291,Adult Pineocytoma
C8737,Stage III Ovarian Yolk Sac Tumor AJCC v6 and v7
C8725,Stage II Ovarian Embryonal Carcinoma AJCC v6 and v7
C82179,Mixed Phenotype Acute Leukemia
C9070,"Recurrent Chronic Myeloid Leukemia, BCR-ABL1 Positive"
C8934,Metastatic Small Intestinal Adenocarcinoma
C8918,Stage II Testicular Seminoma AJCC v6 and v7
C8910,Stage III Testicular Embryonal Carcinoma AJCC v6 and v7
C95465,Pancreatic Hepatoid Adenocarcinoma
C113664,Main Duct Pancreatic Intraductal Papillary-Mucinous Neoplasm
C113667,Mixed Type Pancreatic Intraductal Papillary-Mucinous Neoplasm
C114987,Adult Combined Hepatocellular Carcinoma and Cholangiocarcinoma
C114806,Childhood Favorable Prognosis Hodgkin Lymphoma
C115374,Recurrent Childhood Pineoblastoma
C115428,Recurrent Extragonadal Seminoma
C123834,Childhood Immature Teratoma
C128167,Vulvar Keratoacanthoma
C126111,Infant Acute Biphenotypic Leukemia
C124137,Childhood Pineal Parenchymal Tumor of Intermediate Differentiation
C130035,Chronic Myelomonocytic Leukemia-0
C133442,Esophageal Squamous Cell Carcinoma by AJCC v7 Stage
C136402,Stage II Pleural Malignant Mesothelioma AJCC v8
C150034,Gastric Cardia Squamous Cell Carcinoma
C150049,Refractory Chronic Myelomonocytic Leukemia
C155908,Metastatic Lung Adenocarcinoma
C156731,Recurrent Acute Megakaryoblastic Leukemia
C150029,Thoracic Esophagus Squamous Cell Carcinoma
C150032,Cervical Esophagus Squamous Cell Carcinoma
C158101,Refractory Cholangiocarcinoma
C157693,Refractory Aggressive NK-Cell Leukemia
C157718,Acquired Cystic Disease-Associated Renal Cell Carcinoma
C159244,Penile Human Papillomavirus-Independent Squamous Cell Carcinoma
C170958,Advanced Platinum-Resistant Malignant Germ Cell Tumor
C170755,Recurrent Fallopian Tube Undifferentiated Carcinoma
C170779,Metastatic Rectal Squamous Cell Carcinoma
C171297,Locally Advanced Non-Cutaneous Melanoma
C171608,Unresectable Esophageal Squamous Cell Carcinoma
C178558,Metastatic Low Grade Glioma
C179180,Refractory Pseudomyxoma Peritonei
C179230,Myxoid Glioneuronal Tumor of the Septum Pellucidum
C190138,Locally Advanced Unresectable Uveal Melanoma
C192222,"Penile Squamous Cell Carcinoma, Not Otherwise Specified"
C191768,Clear Cell Adenocarcinoma of the Urinary Tract
C185303,Refractory Vaginal Squamous Cell Carcinoma
C186730,Cytogenetically Normal Acute Myeloid Leukemia Post Cytotoxic Therapy
C180894,Refractory Mucosal Melanoma
C182151,Diffuse Midline Glioma
C193414,Recurrent Atypical Chronic Myeloid Leukemia
C153316,Metastatic Unresectable Gastric Adenocarcinoma
C154494,Renal Cell Carcinoma with MiT Translocations
C162787,Resectable Oropharyngeal Squamous Cell Carcinoma
C160782,Metastatic Ovarian Serous Adenocarcinoma
C165289,Refractory Endometrial Adenocarcinoma
C172235,Unresectable Ovarian Undifferentiated Carcinoma
C173610,Unresectable Paratesticular Sarcomatoid Mesothelioma
C173414,Oropharyngeal Human Papillomavirus-Independent Squamous Cell Carcinoma
C172626,Recurrent Acute Leukemia of Ambiguous Lineage
C174199,Unresectable Vulvar Squamous Cell Carcinoma
C174448,Inflamed Juvenile Conjunctival Nevus
C174498,Iris Epithelioid Cell Melanoma
C202952,Primary CD30-Positive T-Cell Lymphoproliferative Disorder
C203286,Unresectable Diffuse Glioma
C203443,Myelodysplastic Chronic Myelomonocytic Leukemia
C203444,Myeloproliferative Chronic Myelomonocytic Leukemia
C199240,B Acute Lymphoblastic Leukemia with HLF Rearrangement
C198583,Myelodysplastic/Myeloproliferative Neoplasm with Isolated Isochromosome 17q
C198705,Metastatic Endometrial Undifferentiated Carcinoma
C198589,"Myelodysplastic Syndrome, Not Otherwise Specified"
C198449,Stage IV Childhood Ovarian Germ Cell Tumor by Toronto Guidelines v2
C200067,Metastatic Extramammary Paget Disease
C200381,Myelodysplastic Syndrome with Biallelic TP53 Mutation
C27754,Alkylating Agent-Related Acute Myeloid Leukemia
C27534,Digital Papillary Adenocarcinoma
C27681,Human Papillomavirus-Related Anal Squamous Cell Carcinoma
C27185,Disseminated Adenocarcinoma
C27202,Invasive Bladder Micropapillary Urothelial Carcinoma
C27401,Adult Central Nervous System Immature Teratoma
C45503,"Lung Squamous Cell Carcinoma, Clear Cell Variant"
C45918,Hypothalamic Gangliocytoma
C5097,Brain Stem Glioblastoma
C54400,Nasopharyngeal Low Grade Papillary Adenocarcinoma
C5490,Colon Squamous Cell Carcinoma
C5419,Gliofibroma
C36272,Chronic Lymphocytic Leukemia with Plasmacytoid Differentiation
C35711,Testicular Teratoma with Somatic-Type Malignancy
C3173,"Accelerated Phase Chronic Myeloid Leukemia, BCR-ABL1 Positive"
C37202,Chronic Lymphocytic Leukemia with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation
C3795,Subependymoma
C3845,Neonatal Leukemia
C3781,Verrucous Carcinoma
C2862,Primary Myelofibrosis
C3302,Extramammary Paget Disease
C39922,Testicular Spermatocytic Tumor with Sarcoma
C39993,Grade 1 Ovarian Teratoma
C40285,Vulvar Non-Keratinizing Squamous Cell Carcinoma
C40291,Vulvar Inverted Follicular Keratosis
C40293,Bartholin Gland Squamous Cell Carcinoma
C39749,Type II Endometrial Adenocarcinoma
C40188,Cervical Non-Keratinizing Squamous Cell Carcinoma
C4033,Clear Cell Renal Cell Carcinoma
C40357,"Breast Squamous Cell Carcinoma, Large Cell Keratinizing Variant"
C5554,Rectal Squamous Cell Carcinoma
C7616,Childhood Diffuse Large B-Cell Lymphoma
C7600,"Acute Myeloid Leukemia, Myelodysplasia-Related"
C7886,Refractory Chronic Lymphocytic Leukemia
C7988,Uveal Spindle Cell Type B Melanoma
C65179,Squamous Cell Carcinoma with Horn Formation
C6752,Pineal Region Yolk Sac Tumor
C6649,Stage IV Pleural Malignant Mesothelioma AJCC v7
C9298,Acute Undifferentiated Leukemia
C61383,Testicular Typical Seminoma
C6280,Fallopian Tube Clear Cell Adenocarcinoma
C6298,Stage IIIB Ovarian Germ Cell Tumor AJCC v6 and v7
C6203,Stage 0a Ureter Cancer AJCC v7
C6296,Stage IIA Ovarian Germ Cell Tumor AJCC v6 and v7
C6325,Vaginal Verrucous Carcinoma
C7151,Monoclonal Immunoglobulin Deposition Disease
C7178,Smoldering Adult T-Cell Leukemia/Lymphoma
C7173,Diffuse Astrocytoma
C6102,Choroid Epithelioid Cell Melanoma
C6867,Myelodysplastic Syndrome with del(5q)
C7469,Anal Canal Squamous Cell Carcinoma
C8742,Stage IV Ovarian Polyembryoma AJCC v6 and v7
C8734,Stage I Ovarian Embryonal Carcinoma AJCC v6 and v7
C8738,Stage IV Ovarian Yolk Sac Tumor AJCC v6 and v7
C8739,Stage I Ovarian Polyembryoma AJCC v6 and v7
C90343,Renal Cell Cancer by AJCC v6 Stage
C9111,"Meningeal Chronic Myeloid Leukemia, BCR-ABL1 Positive"
C91201,Renal Cell Cancer by AJCC v7 Stage
C95965,Ampulla of Vater Undifferentiated Carcinoma with Osteoclast-Like Giant Cells
C111693,Neural Glioblastoma
C114560,Childhood L1 Acute Lymphoblastic Leukemia
C114579,Non-T Non-B CALLA Negative Childhood Acute Lymphoblastic Leukemia
C114599,Adult Pre-B Acute Lymphoblastic Leukemia
C114600,Childhood Pre-B Acute Lymphoblastic Leukemia
C165741,Refractory Merkel Cell Carcinoma
C171036,Parietal Lobe Anaplastic Astrocytoma
C170980,Locally Advanced Glioblastoma
C171299,Indolent B-Cell Non-Hodgkin Lymphoma
C179429,Refractory B Acute Lymphoblastic Leukemia with t(9;22)(q34.1;q11.2); BCR-ABL1
C179221,Recurrent Gliomatosis Cerebri
C177795,Refractory Low Grade Astrocytoma
C180541,Uterine Corpus Myxoid Smooth Muscle Tumor of Uncertain Malignant Potential
C180542,Uterine Corpus Epithelioid Smooth Muscle Tumor of Uncertain Malignant Potential
C180892,"Refractory Medulloblastoma, WNT-Activated"
C155818,Recurrent Uterine Corpus Carcinosarcoma
C156233,Refractory Aggressive Non-Hodgkin Lymphoma
C155949,Medullary Hemangioblastoma
C156035,Frontal Lobe Anaplastic Astrocytoma
C156908,Resectable Intrahepatic Cholangiocarcinoma
C153224,Colorectal Carcinoma Metastatic in the Lung
C158381,Refractory Uterine Corpus Carcinosarcoma
C150406,Extracavitary Primary Effusion Lymphoma
C151922,Hematologic Neoplasm with Germline Predisposition Associated with Inherited Bone Marrow Failure Syndrome
C150281,High Risk Neuroblastoma
C161603,Prostate Follicular Lymphoma
C163960,Refractory Small Cell Glioblastoma
C162729,Refractory Dedifferentiated Chordoma
C132677,Stage III Unknown Primary Tumor (Except for EBV-Related and HPV-Related Tumors) and Metastatic Cervical Adenopathy AJCC v8
C129296,Glioblastoma with Primitive Neuronal Component
C129787,"B Lymphoblastic Leukemia/Lymphoma, BCR-ABL1-Like"
C129441,"Medulloblastoma, SHH-Activated"
C130043,Early T Precursor Acute Lymphoblastic Leukemia
C134834,"Recurrent B Acute Lymphoblastic Leukemia, BCR-ABL1-Like"
C134835,"Refractory B Acute Lymphoblastic Leukemia, BCR-ABL1-Like"
C136613,Stage I Bone Cancer AJCC v8
C136619,Stage III Bone Cancer AJCC v8
C140091,Refractory Transformed Non-Hodgkin Lymphoma
C141250,B Lymphoblastic Lymphoma by Ann Arbor Stage
C141256,Lymphoplasmacytic Lymphoma by Ann Arbor Stage
C141396,RISS Stage III Multiple Myeloma
C141255,Follicular Lymphoma by Ann Arbor Stage
C141158,Lugano Classification Adult Non-Hodgkin Lymphoma by AJCC v8 Stage
C141257,Mantle Cell Lymphoma by Ann Arbor Stage
C190770,Metastatic Pancreatic Adenosquamous Carcinoma
C191198,Recurrent Brain Glioblastoma
C198058,"Childhood Non-Hodgkin Lymphoma by Toronto Guidelines v2 Stage, Tier 2"
C198016,Metastatic PRETEX II Hepatoblastoma
C36081,Diffuse Large B-Cell Lymphoma Activated B-Cell Type
C36201,Astler-Coller B2 Colorectal Carcinoma
C36307,Prostate Carcinoma Metastatic in the Lung
C199409,Multiple Myeloma with Hyperdiploidy
C198683,B Acute Lymphoblastic Leukemia with Germline Predisposition
C37196,"Systemic Anaplastic Large Cell Lymphoma, ALK-Negative"
C37203,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation
C40233,"Cervical Adenomyoma, Mesonephric-Type"
C4311,Ghost Cell Odontogenic Carcinoma
C4315,Peripheral Odontogenic Fibroma
C42057,"Ganglioneuroblastoma, Intermixed"
C42046,Undifferentiated Neuroblastoma
C42048,Differentiating Neuroblastoma
C201967,Pineoblastoma miRNA Processing Altered 1
C201968,Pineoblastoma miRNA Processing Altered 2
C198452,Metastatic Childhood Astrocytoma by Toronto Guidelines v2
C27810,"Malignant Non-Hodgkin Lymphoma, Cleaved Cell"
C27857,AIDS-Related Burkitt Lymphoma with Plasmacytoid Differentiation
C27397,Follicular Ameloblastoma
C27183,Adult Spinal Cord Glioblastoma
C27259,"Malignant Non-Hodgkin's Lymphoma, Diffuse, Lymphocytic, Poorly Differentiated"
C53283,Advanced Favorable Non-Hodgkin Lymphoma
C80338,Hypodiploid B Lymphoblastic Leukemia/Lymphoma
C80341,B Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3); TCF3-PBX1
C7850,DS Stage I Multiple Myeloma
C8098,Recurrent Adult Non-Hodgkin Lymphoma
C82338,Hematologic Neoplasm Associated with Down Syndrome
C6817,High Grade B-Cell Non-Hodgkin's Lymphoma
C6956,Retinal Neuroblastoma
C69138,Adult Classic Hodgkin Lymphoma
C68837,Favorable Non-Hodgkin Lymphoma
C68665,Advanced Unfavorable Hodgkin Lymphoma
C7307,Splenic Follicular Lymphoma
C7308,Splenic Diffuse Large B-Cell Lymphoma
C6110,Stage IIA Retinoblastoma
C6111,Stage IIB Retinoblastoma
C6252,Childhood Brain Anaplastic Astrocytoma
C5944,Malignant Submandibular Gland Mixed Tumor
C5976,Minor Salivary Gland Carcinoma ex Pleomorphic Adenoma
C8459,Hepatosplenic T-Cell Lymphoma
C8296,AIDS-Related Diffuse Mixed Cell Lymphoma
C6774,Recurrent Childhood Medulloblastoma
C6734,Stage IVB Esophageal Adenocarcinoma
C6736,Stage IVA Esophageal Squamous Cell Carcinoma
C7248,Centroblastic Lymphoma Post-Transplant Lymphoproliferative Disorder
C7226,Adult T Lymphoblastic Lymphoma
C71720,Primary Diffuse Large B-Cell Lymphoma of the Central Nervous System
C8504,Indolent Non-Hodgkin Lymphoma
C8522,Ann Arbor Stage III Non-Hodgkin Lymphoma
C8660,Ann Arbor Stage II Noncutaneous Anaplastic Large Cell Lymphoma
C9067,Recurrent Adult Hepatocellular Carcinoma
C8846,Refractory Small Lymphocytic Lymphoma
C94800,Ann Arbor Stage IV AIDS-Related Lymphoma
C9471,Childhood Systemic Anaplastic Large Cell Lymphoma
C9391,Leiomyosarcoma NCI Grade 2
C9414,Kaposi Sarcoma NCI Grade 3
C96055,Small Intestinal Diffuse Large B-Cell Lymphoma
C96056,Small Intestinal Follicular Lymphoma
C115357,Recurrent Childhood Anaplastic Large Cell Lymphoma
C115365,Recurrent Childhood Gliosarcoma
C115202,Childhood Cerebral Anaplastic Astrocytoma
C114593,Adult TdT Positive Acute Lymphoblastic Leukemia
C114784,Non-Hodgkin Lymphoma During Pregnancy
C129444,"Medulloblastoma, Non-WNT/Non-SHH"
C129598,"Central Nervous System Anaplastic Large Cell Lymphoma, ALK-Positive"
C140997,Stage IVA Thyroid Gland Follicular Carcinoma AJCC v8
C141077,Recurrent Extensive Stage Lung Small Cell Carcinoma
C141222,Lymphocyte-Depleted Classic Hodgkin Lymphoma by Ann Arbor Stage
C141225,Nodular Lymphocyte Predominant B-Cell Lymphoma by Ann Arbor Stage
C141169,Lugano Classification Limited Stage Hodgkin Lymphoma AJCC v8
C126308,Borderline Ovarian Clear Cell Tumor/Atypical Proliferative Ovarian Clear Cell Tumor
C133736,Refractory Classic Hodgkin Lymphoma
C132679,Stage IVB Unknown Primary Tumor (Except for EBV-Related and HPV-Related Tumors) and Metastatic Cervical Adenopathy AJCC v8
C132680,Stage IVC Unknown Primary Tumor (Except for EBV-Related and HPV-Related Tumors) and Metastatic Cervical Adenopathy AJCC v8
C179222,"Recurrent Diffuse Midline Glioma, H3 K27M-Mutant"
C180540,Uterine Corpus Spindle Smooth Muscle Tumor of Uncertain Malignant Potential
C178698,Platinum-Refractory Fallopian Tube Carcinoma
C180876,Locally Advanced Glioma
C181044,Recurrent Primary Cutaneous Anaplastic Large Cell Lymphoma
C181856,Recurrent Metastatic Gastric Carcinoma
C183512,Recurrent Indolent B-Cell Non-Hodgkin Lymphoma
C185153,Extramedullary Disease in Multiple Myeloma Involving the Kidney
C185178,Granular Cell Glioblastoma
C189042,"Recurrent B Acute Lymphoblastic Leukemia, Philadelphia Chromosome Negative"
C188460,"Childhood Anaplastic Large Cell Lymphoma, ALK-Positive"
C150589,Testicular Follicular Lymphoma
C151908,Hematologic Neoplasm with Germline ANKRD26 Mutation
C151912,Hematologic Neoplasm with Germline GATA2 Mutation
