Code	Preferred Term
C91201	Renal Cell Cancer by AJCC v7 Stage
C164156	Fumarate Hydratase-Deficient Renal Cell Carcinoma
C156464	Succinate Dehydrogenase-Deficient Renal Cell Carcinoma
C154494	Renal Cell Carcinoma with MiT Translocations
C189249	ALK-Rearranged Renal Cell Carcinoma
C90343	Renal Cell Cancer by AJCC v6 Stage
C202497	Non-Clear Cell Renal Cell Carcinoma
C154545	Unresectable Renal Cell Carcinoma
C6568	Childhood Renal Cell Carcinoma
C100051	Renal Cell Carcinoma Associated with Neuroblastoma
C157718	Acquired Cystic Disease-Associated Renal Cell Carcinoma
C140322	Renal Cell Cancer by AJCC v8 Stage
C191375	ELOC-Mutated Renal Cell Carcinoma
C191370	Unclassified Renal Cell Carcinoma
C164186	Prostate Adenocarcinoma by AJCC v7 Stage
C27916	Poorly Differentiated Prostate Adenocarcinoma
C6813	Prostate Ductal Adenocarcinoma
C27905	Well Differentiated Prostate Adenocarcinoma
C164185	Aggressive Prostate Adenocarcinoma
C27906	Moderately Differentiated Prostate Adenocarcinoma
C8945	Metastatic Prostatic Adenocarcinoma
C150557	Prostate Adenocarcinoma Without Evidence of Neuroendocrine Differentiation
C175516	Unresectable Small Intestinal Adenocarcinoma
C43543	Small Intestinal Signet Ring Cell Carcinoma
C8934	Metastatic Small Intestinal Adenocarcinoma
C7889	Duodenal Adenocarcinoma
C181158	Jejunal Adenocarcinoma
C133893	Small Intestinal Adenocarcinoma by AJCC v8 Stage
C161008	Sinonasal Adenocarcinoma, Non-Salivary-Type
C201636	SMARCB1-Deficient Sinonasal Adenocarcinoma
C161007	Sinonasal Adenocarcinoma, Salivary-Type
C6015	Nasal Cavity Adenocarcinoma
C6017	Paranasal Sinus Adenocarcinoma
C66717	Metastatic Signet Ring Cell Carcinoma
C170944	Metastatic Ovarian Clear Cell Adenocarcinoma
C203406	Metastatic Bladder Adenocarcinoma
C160782	Metastatic Ovarian Serous Adenocarcinoma
C155908	Metastatic Lung Adenocarcinoma
C153319	Metastatic Gastric Adenocarcinoma
C168978	Locally Advanced Adenocarcinoma
C174046	Metastatic Poorly Differentiated Thyroid Gland Carcinoma
C200067	Metastatic Extramammary Paget Disease
C27185	Disseminated Adenocarcinoma
C159556	Advanced Adenocarcinoma
C153389	Metastatic Cervical Adenocarcinoma
C183244	Metastatic Ovarian Mucinous Adenocarcinoma
C157623	Metastatic Cholangiocarcinoma
C171016	Metastatic Fallopian Tube Serous Adenocarcinoma
C5720	Pancreatic Signet Ring Cell Carcinoma
C5535	Prostate Acinar Signet Ring Cell-Like Adenocarcinoma
C5776	Extrahepatic Bile Duct Signet Ring Cell Carcinoma
C179208	Ovarian Signet Ring Cell Carcinoma
C41619	Signet Ring Cell Intrahepatic Cholangiocarcinoma
C43586	Colorectal Signet Ring Cell Carcinoma
C5250	Gastric Signet Ring Cell Adenocarcinoma
C6163	Bladder Signet Ring Cell Adenocarcinoma
C40205	Cervical Mucinous Adenocarcinoma, Signet Ring Cell-Type
C40369	Breast Sebaceous Carcinoma
C43341	Extraocular Cutaneous Sebaceous Carcinoma
C95747	Gastric Hepatoid Adenocarcinoma
C95465	Pancreatic Hepatoid Adenocarcinoma
C39838	Bladder Hepatoid Adenocarcinoma
C36096	Early Invasive Cervical Adenocarcinoma
C180870	Cervical Adenocarcinoma, Not Otherwise Specified
C180848	Human Papillomavirus-Independent Cervical Adenocarcinoma
C174029	Unresectable Cervical Adenocarcinoma
C4520	Cervical Adenocarcinoma In Situ
C62194	Salivary Gland Oncocytic Adenocarcinoma
C40366	Breast Oncocytic Carcinoma
C201839	Oncocytic Variant of Chromophobe Renal Cell Carcinoma
C27849	Oxyphilic Endometrial Endometrioid Adenocarcinoma
C46093	Oncocytic Variant Thyroid Gland Papillary Carcinoma
C39884	Prostate Acinar Oncocytic Adenocarcinoma
C126409	Warthin Tumor-Like Variant Thyroid Gland Papillary Carcinoma
C5473	Gastric Tubular Adenocarcinoma
C96936	Extrahepatic Bile Duct Adenocarcinoma, Biliary Type
C45509	Lung Fetal Adenocarcinoma
C27846	Villoglandular Endometrial Endometrioid Adenocarcinoma
C40208	Cervical Villoglandular Adenocarcinoma
C27324	Unresectable Cholangiocarcinoma
C202500	Locally Advanced Unresectable Digestive System Adenocarcinoma
C154221	Unresectable Gastric Adenocarcinoma
C7471	Anal Canal Adenocarcinoma
C7474	Anal Extramucosal (Perianal) Adenocarcinoma
C5598	Anal Paget Disease
C3512	Lung Adenocarcinoma
C179339	Ovarian Mixed Cell Adenocarcinoma
C179321	Ovarian Mesonephric-Like Adenocarcinoma
C4200	Adenocarcinoma with Squamous Metaplasia
C4201	Adenocarcinoma with Spindle Cell Metaplasia
C4202	Adenocarcinoma with Apocrine Metaplasia
C165628	Proximal Gastric Adenocarcinoma
C43527	Sporadic Gastric Adenocarcinoma
C167396	Advanced Primary Peritoneal Carcinoma
C203314	Metastatic Platinum-Resistant Primary Peritoneal Carcinoma
C167204	Locally Advanced Primary Peritoneal Carcinoma
C115094	Stage III Primary Peritoneal Cancer AJCC v7
C115098	Stage IV Primary Peritoneal Cancer AJCC v7
C140012	Stage IV Primary Peritoneal Cancer AJCC v8
C140005	Stage II Primary Peritoneal Cancer AJCC v8
C140008	Stage III Primary Peritoneal Cancer AJCC v8
C136491	Lung Non-Small Cell Cancer by AJCC v7 Stage
C45519	Lung Lymphoepithelial Carcinoma
C133254	Non-Small Cell Squamous Lung Carcinoma
C9038	Occult Non-Small Cell Lung Carcinoma
C202131	EGFR-Positive Lung Non-Small Cell Carcinoma
C135017	Non-Squamous Non-Small Cell Lung Carcinoma
C4031	Bladder Squamous Cell Carcinoma
C7032	Esophageal Basaloid Carcinoma
C8256	Anal Basaloid Carcinoma
C40189	Cervical Basaloid Squamous Cell Carcinoma
C40245	Vaginal Basaloid Squamous Cell Carcinoma
C45507	Lung Basaloid Squamous Cell Carcinoma
C40286	Vulvar Basaloid Squamous Cell Carcinoma
C6456	Thymic Basaloid Squamous Cell Carcinoma
C6980	Penile Basaloid Squamous Cell Carcinoma
C6460	Thymic Small Cell Neuroendocrine Carcinoma
C6461	Thymic Large Cell Neuroendocrine Carcinoma
C189248	Childhood SMARCB1-Deficient Kidney Medullary Carcinoma
C5708	Stage III Childhood Hepatocellular Carcinoma AJCC v7
C5710	Stage I Childhood Hepatocellular Carcinoma AJCC v6 and v7
C7838	Stage IV Childhood Hepatocellular Carcinoma AJCC v7
C189932	Childhood Fibrolamellar Carcinoma
C5709	Stage II Childhood Hepatocellular Carcinoma AJCC v6 and v7
C6759	Pineal Region Choriocarcinoma
C39833	Schistosoma Hematobium-Related Bladder Verrucous Carcinoma
C153624	Recurrent Thyroid Gland Anaplastic Carcinoma
C46008	Thyroid Gland Anaplastic Carcinoma, Squamous Cell Carcinoma Pattern
C170831	Metastatic Thyroid Gland Anaplastic Carcinoma
C7906	Thyroid Gland Anaplastic Carcinoma, Osteoclastic Variant
C140999	Thyroid Gland Anaplastic Carcinoma by AJCC v7 Stage
C170833	Unresectable Thyroid Gland Anaplastic Carcinoma
C170832	Refractory Thyroid Gland Anaplastic Carcinoma
C141000	Thyroid Gland Anaplastic Carcinoma by AJCC v8 Stage
C173650	Salivary Gland Large Cell Neuroendocrine Carcinoma
C8753	Recurrent Lung Large Cell Carcinoma
C6876	Lung Large Cell Carcinoma with Rhabdoid Phenotype
C136493	Lung Large Cell Carcinoma by AJCC v7 Stage
C6685	Occult Lung Large Cell Carcinoma
C4451	Lung Large Cell Carcinoma, Clear Cell Variant
C54341	Laryngeal Lymphoepithelial Carcinoma
C39885	Prostate Acinar Lymphoepithelioma-Like Adenocarcinoma
C40193	Cervical Lymphoepithelioma-Like Carcinoma
C173080	Sinonasal Lymphoepithelial Carcinoma
C159252	Penile Lymphoepithelioma-Like Carcinoma
C175344	Lacrimal Drainage System Lymphoepithelial Carcinoma
C68610	Oropharyngeal Undifferentiated Carcinoma
C8023	Nasopharyngeal Undifferentiated Carcinoma
C95965	Ampulla of Vater Undifferentiated Carcinoma with Osteoclast-Like Giant Cells
C170754	Recurrent Ovarian Undifferentiated Carcinoma
C172234	Metastatic Ovarian Undifferentiated Carcinoma
C172235	Unresectable Ovarian Undifferentiated Carcinoma
C178683	Refractory Ovarian Undifferentiated Carcinoma
C178675	Refractory Fallopian Tube Undifferentiated Carcinoma
C170755	Recurrent Fallopian Tube Undifferentiated Carcinoma
C7974	Rectal Undifferentiated Carcinoma
C7100	Colon Undifferentiated Carcinoma
C165298	Refractory Endometrial Undifferentiated Carcinoma
C198705	Metastatic Endometrial Undifferentiated Carcinoma
C155817	Recurrent Endometrial Undifferentiated Carcinoma
C5947	Submandibular Gland Undifferentiated Carcinoma
C5954	Minor Salivary Gland Undifferentiated Carcinoma
C5946	Parotid Gland Undifferentiated Carcinoma
C7347	Cervical Squamous Cell Carcinoma In Situ
C140362	Stage 0is Renal Pelvis Cancer AJCC v8
C140363	Stage 0is Ureter Cancer AJCC v8
C4588	Stage 0 Lip Cancer AJCC v6 and v7
C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7
C4195	Breast Ductal Carcinoma In Situ and Lobular Carcinoma In Situ
C9104	Stage 0 Non-Small Cell Lung Cancer AJCC v6 and v7
C4597	Stage 0is Renal Pelvis Cancer AJCC v7
C4529	Stage 0is Ureter Cancer AJCC v7
C6121	Stage 0 Laryngeal Squamous Cell Carcinoma AJCC v6, v7, and v8
C27790	Penile Carcinoma In Situ
C8903	Stage 0 Bladder Squamous Cell Carcinoma AJCC v6 and v7
C5023	Stage 0 Esophageal Squamous Cell Carcinoma AJCC v7
C133255	Stage 0 Cutaneous Squamous Cell Carcinoma of the Head and Neck AJCC v8
C157575	Anal Intraepithelial Neoplasia 3
C136719	Lung Squamous Cell Carcinoma In Situ
C3639	Tracheal Carcinoma In Situ
C6052	Stage 0 Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7
C9101	Stage 0 Hypopharyngeal Carcinoma AJCC v6, v7, and v8
C9099	Stage 0 Nasopharyngeal Carcinoma AJCC v6, v7, and v8
C4590	Stage 0 Oropharyngeal Carcinoma AJCC v6 and v7
C132995	Stage 0 Oropharyngeal (p16-Negative) Carcinoma AJCC v8
C140418	Stage 0is Bladder Cancer AJCC v8
C3644	Stage 0is Bladder Urothelial Carcinoma AJCC v6 and v7
C160298	Advanced NUT Carcinoma
C175669	Locally Advanced Adenoid Cystic Carcinoma
C156089	Metastatic Oral Cavity Adenoid Cystic Carcinoma
C164012	Advanced Adenoid Cystic Carcinoma
C5905	Major Salivary Gland Adenoid Cystic Carcinoma
C5936	Minor Salivary Gland Adenoid Cystic Carcinoma
C173340	Nasopharyngeal Adenoid Cystic Carcinoma
C6241	Oropharyngeal Adenoid Cystic Carcinoma
C8208	Stage III Oral Cavity Adenoid Cystic Carcinoma AJCC v6 and v7
C8204	Stage II Oral Cavity Adenoid Cystic Carcinoma
C8212	Stage IV Oral Cavity Adenoid Cystic Carcinoma AJCC v6 and v7
C171028	Tongue Adenoid Cystic Carcinoma
C8200	Stage I Oral Cavity Adenoid Cystic Carcinoma AJCC v6 and v7
C8180	Floor of Mouth Adenoid Cystic Carcinoma
C6213	Hard Palate Adenoid Cystic Carcinoma
C6239	Maxillary Sinus Adenoid Cystic Carcinoma
C6238	Ethmoid Sinus Adenoid Cystic Carcinoma
C8606	Stage II Testicular Choriocarcinoma AJCC v6 and v7
C39935	Testicular Monophasic Choriocarcinoma
C8907	Stage I Testicular Choriocarcinoma AJCC v6 and v7
C8900	Stage III Testicular Choriocarcinoma AJCC v6 and v7
C8893	Placental Choriocarcinoma
C40442	Ovarian Gestational Choriocarcinoma
C27246	Uterine Corpus Choriocarcinoma
C6278	Fallopian Tube Gestational Choriocarcinoma
C8732	Stage III Ovarian Choriocarcinoma
C8733	Stage IV Ovarian Choriocarcinoma
C8730	Stage I Ovarian Choriocarcinoma
C8731	Stage II Ovarian Choriocarcinoma
C201742	Tracheal Verrucous Carcinoma
C201747	Tracheal Basaloid Squamous Cell Carcinoma
C27687	Hepatitis B Virus-Related Hepatocellular Carcinoma
C27688	Hepatitis C Virus-Related Hepatocellular Carcinoma
C7432	AIDS-Related Cervical Carcinoma
C8184	Tonsillar Undifferentiated Carcinoma
C7373	Nasopharyngeal Nonkeratinizing Carcinoma
C27675	Human Papillomavirus-Related Cervical Carcinoma
C45542	Lung Pleomorphic Carcinoma
C45541	Lung Spindle Cell Carcinoma
C3732	Pulmonary Blastoma
C183251	Unresectable Sarcomatoid Renal Cell Carcinoma
C157757	Metastatic Sarcomatoid Renal Cell Carcinoma
C5556	Rectal Sarcomatoid Carcinoma
C6984	Penile Sarcomatoid Carcinoma
C54336	Laryngeal Spindle Cell Squamous Carcinoma
C201749	Hypopharyngeal Spindle Cell Squamous Carcinoma
C40358	Breast Squamous Cell Carcinoma, Spindle Cell Variant
C129289	Gingival Spindle Cell Carcinoma
C174398	Conjunctival Spindle Cell Carcinoma
C173079	Sinonasal Spindle Cell Squamous Carcinoma
C95608	Esophageal Spindle Cell Carcinoma
C45504	Lung Squamous Cell Carcinoma, Small Cell Variant
C40284	Vulvar Keratinizing Squamous Cell Carcinoma
C65179	Squamous Cell Carcinoma with Horn Formation
C45503	Lung Squamous Cell Carcinoma, Clear Cell Variant
C40243	Vaginal Keratinizing Squamous Cell Carcinoma
C40187	Cervical Keratinizing Squamous Cell Carcinoma
C40357	Breast Squamous Cell Carcinoma, Large Cell Keratinizing Variant
C39862	Human Papillomavirus-Related Urethral Squamous Cell Carcinoma
C39874	Urethral Verrucous Carcinoma
C181903	Human Papillomavirus-Independent Vulvar Squamous Cell Carcinoma
C180919	Human Papillomavirus-Independent Vaginal Squamous Cell Carcinoma
C180841	Human Papillomavirus-Independent Cervical Squamous Cell Carcinoma
C173414	Oropharyngeal Human Papillomavirus-Independent Squamous Cell Carcinoma
C95610	Esophageal Well Differentiated Squamous Cell Carcinoma
C27420	Esophageal Verrucous Carcinoma
C95611	Esophageal Moderately Differentiated Squamous Cell Carcinoma
C156075	Metastatic Esophageal Squamous Cell Carcinoma
C150029	Thoracic Esophagus Squamous Cell Carcinoma
C27680	Human Papillomavirus-Related Esophageal Squamous Cell Carcinoma
C95612	Esophageal Poorly Differentiated Squamous Cell Carcinoma
C133442	Esophageal Squamous Cell Carcinoma by AJCC v7 Stage
C150037	Distal Esophagus Squamous Cell Carcinoma
C133443	Esophageal Squamous Cell Carcinoma by AJCC v8 Stage
C171608	Unresectable Esophageal Squamous Cell Carcinoma
C150032	Cervical Esophagus Squamous Cell Carcinoma
C136713	Lung Keratinizing Squamous Cell Carcinoma
C136494	Lung Squamous Cell Carcinoma by AJCC v7 Stage
C136714	Lung Non-Keratinizing Squamous Cell Carcinoma
C6686	Occult Lung Squamous Cell Carcinoma
C181902	Vulvar Squamous Cell Carcinoma, Not Otherwise Specified
C40285	Vulvar Non-Keratinizing Squamous Cell Carcinoma
C6383	Vulvar Verrucous Carcinoma
C174201	Metastatic Vulvar Squamous Cell Carcinoma
C40293	Bartholin Gland Squamous Cell Carcinoma
C128167	Vulvar Keratoacanthoma
C174199	Unresectable Vulvar Squamous Cell Carcinoma
C40289	Vulvar Squamous Cell Carcinoma with Tumor Giant Cells
C27679	Human Papillomavirus-Related Vulvar Squamous Cell Carcinoma
C36094	Early Invasive Cervical Squamous Cell Carcinoma
C40190	Cervical Verrucous Carcinoma
C180839	Cervical Squamous Cell Carcinoma, Not Otherwise Specified
C153388	Metastatic Cervical Squamous Cell Carcinoma, Not Otherwise Specified
C174025	Unresectable Cervical Squamous Cell Carcinoma, Not Otherwise Specified
C40188	Cervical Non-Keratinizing Squamous Cell Carcinoma
C27676	Human Papillomavirus-Related Cervical Squamous Cell Carcinoma
C54337	Laryngeal Acantholytic Squamous Cell Carcinoma
C159246	Penile Pseudoglandular Carcinoma
C150034	Gastric Cardia Squamous Cell Carcinoma
C174390	Conjunctival Keratoacanthoma
C27681	Human Papillomavirus-Related Anal Squamous Cell Carcinoma
C180917	Human Papillomavirus-Related Vaginal Squamous Cell Carcinoma
C27682	Penile Human Papillomavirus-Related Squamous Cell Carcinoma
C27678	Human Papillomavirus-Related Verrucous Carcinoma
C192222	Penile Squamous Cell Carcinoma, Not Otherwise Specified
C182111	Metastatic Squamous Cell Carcinoma of the Penis
C159244	Penile Human Papillomavirus-Independent Squamous Cell Carcinoma
C201838	Unresectable Penile Squamous Cell Carcinoma
C39959	Penile Mixed Squamous Cell Carcinoma
C169103	Metastatic Anal Squamous Cell Carcinoma
C7470	Anal Verrucous Carcinoma
C7469	Anal Canal Squamous Cell Carcinoma
C190771	Metastatic Pancreatic Squamous Cell Carcinoma
C170779	Metastatic Rectal Squamous Cell Carcinoma
C154321	Locally Advanced Squamous Cell Carcinoma
C162653	Advanced Squamous Cell Carcinoma
C4829	Disseminated Squamous Cell Carcinoma
C181031	Metastatic Vaginal Squamous Cell Carcinoma
C157750	Metastatic Bladder Squamous Cell Carcinoma
C40359	Breast Squamous Cell Carcinoma, Acantholytic Variant
C159251	Penile Clear Cell Squamous Cell Carcinoma
C175335	Lacrimal Drainage System Non-Keratinizing Squamous Cell Carcinoma
C5554	Rectal Squamous Cell Carcinoma
C5490	Colon Squamous Cell Carcinoma
C192119	Epididymal Squamous Cell Carcinoma
C6325	Vaginal Verrucous Carcinoma
C40244	Vaginal Non-Keratinizing Squamous Cell Carcinoma
C7736	Vaginal Squamous Cell Carcinoma, Not Otherwise Specified
C6018	Paranasal Sinus Mucoepidermoid Carcinoma
C180878	Cervical Mucoepidermoid Carcinoma
C38762	Thyroid Gland Mucoepidermoid Carcinoma
C9463	Laryngeal Mucoepidermoid Carcinoma
C8177	Oral Cavity Mucoepidermoid Carcinoma
C6091	Lacrimal Gland Mucoepidermoid Carcinoma
C175339	Lacrimal Drainage System Mucoepidermoid Carcinoma
C5862	Extrahepatic Bile Duct Mucoepidermoid Carcinoma
C192223	Penile Mucoepidermoid Carcinoma
C156770	Locally Advanced Basal Cell Carcinoma
C172362	Advanced Basal Cell Carcinoma
C8774	Stage IV Lung Cancer AJCC v6
C8772	Stage I Lung Cancer AJCC v6
C8773	Stage III Lung Cancer AJCC v6
C8954	Stage II Lung Cancer AJCC v6
C136468	Occult Lung Cancer AJCC v8
C6683	Occult Lung Small Cell Carcinoma
C136478	Stage III Lung Cancer AJCC v8
C136470	Stage I Lung Cancer AJCC v8
C136475	Stage II Lung Cancer AJCC v8
C136482	Stage IV Lung Cancer AJCC v8
C136469	Stage 0 Lung Cancer AJCC v8
C136496	Lung Small Cell Carcinoma by AJCC v7 Stage
C88889	Stage II Lung Cancer AJCC v7
C88890	Stage III Lung Cancer AJCC v7
C88891	Stage IV Lung Cancer AJCC v7
C88888	Stage I Lung Cancer AJCC v7
C6166	Urethral Urothelial Carcinoma
C39851	Bladder Urothelial Carcinoma
C180606	High Grade Urothelial Carcinoma
C7716	Renal Pelvis and Ureter Urothelial Carcinoma
C39898	Primary Prostate Urothelial Carcinoma
C178682	Refractory Ovarian Transitional Cell Carcinoma
C153819	Recurrent Ovarian Transitional Cell Carcinoma
C172091	Advanced Transitional Cell Carcinoma
C175493	Locally Advanced Transitional Cell Carcinoma
C165284	Recurrent Endometrial Transitional Cell Carcinoma
C165288	Refractory Endometrial Transitional Cell Carcinoma
C6188	Stage 0 Bladder Urothelial Carcinoma AJCC v6 and v7
C39850	Stage 0 Renal Pelvis and Ureter Cancer AJCC v7
C170757	Recurrent Fallopian Tube Transitional Cell Carcinoma
C178674	Refractory Fallopian Tube Transitional Cell Carcinoma
C176011	Breast Solid Papillary Carcinoma In Situ
C176012	Invasive Breast Solid Papillary Carcinoma
C27857	AIDS-Related Burkitt Lymphoma with Plasmacytoid Differentiation
C5624	AIDS-Related Gastric Kaposi Sarcoma
C188691	Recurrent Anaplastic Astrocytoma, IDH-Wildtype
C156035	Frontal Lobe Anaplastic Astrocytoma
C115202	Childhood Cerebral Anaplastic Astrocytoma
C156036	Temporal Lobe Anaplastic Astrocytoma
C171036	Parietal Lobe Anaplastic Astrocytoma
C191197	Recurrent Astrocytoma, IDH-Mutant, Grade 3
C6252	Childhood Brain Anaplastic Astrocytoma
C182019	Recurrent Glioblastoma, IDH-Wildtype
C170978	Advanced Glioblastoma
C170980	Locally Advanced Glioblastoma
C114968	Childhood Gliosarcoma
C147901	Childhood Brain Glioblastoma
C9375	Adult Brain Glioblastoma
C5148	Infratentorial Glioblastoma
C5149	Supratentorial Glioblastoma
C163962	Refractory Gliosarcoma
C163960	Refractory Small Cell Glioblastoma
C125890	Small Cell Glioblastoma
C3796	Gliosarcoma
C129293	Epithelioid Glioblastoma
C129296	Glioblastoma with Primitive Neuronal Component
C132902	MGMT-Unmethylated Glioblastoma
C185178	Granular Cell Glioblastoma
C185180	Lipidized Glioblastoma
C154335	MGMT-Methylated Glioblastoma
C111692	Proneural Glioblastoma
C111694	Classical Glioblastoma
C111693	Neural Glioblastoma
C111695	Mesenchymal Glioblastoma
C27183	Adult Spinal Cord Glioblastoma
C68701	Adult Gliosarcoma
C162688	Recurrent Systemic Anaplastic Large Cell Lymphoma
C181044	Recurrent Primary Cutaneous Anaplastic Large Cell Lymphoma
C115357	Recurrent Childhood Anaplastic Large Cell Lymphoma
C27366	Adult Systemic Anaplastic Large Cell Lymphoma
C27365	Adult Primary Cutaneous Anaplastic Large Cell Lymphoma
C129598	Central Nervous System Anaplastic Large Cell Lymphoma, ALK-Positive
C129599	Central Nervous System Anaplastic Large Cell Lymphoma, ALK-Negative
C141292	Noncutaneous Childhood Anaplastic Large Cell Lymphoma by Ann Arbor Stage
C9471	Childhood Systemic Anaplastic Large Cell Lymphoma
C188460	Childhood Anaplastic Large Cell Lymphoma, ALK-Positive
C8659	Ann Arbor Stage I Noncutaneous Anaplastic Large Cell Lymphoma
C8661	Ann Arbor Stage III Noncutaneous Anaplastic Large Cell Lymphoma
C8662	Ann Arbor Stage IV Noncutaneous Anaplastic Large Cell Lymphoma
